whole milk,brown bread,pasta,margarine,bottled water,napkins,newspapers,,,,,,,,,,,,,,,,
pork,UHT-milk,bottled water,soda,canned beer,,,,,,,,,,,,,,,,,,
other vegetables,curd,yogurt,curd cheese,margarine,cleaner,hygiene articles,,,,,,,,,,,,,,,,
rolls/buns,soda,fruit/vegetable juice,canned beer,white wine,long life bakery product,shopping bags,,,,,,,,,,,,,,,,
frankfurter,pip fruit,whole milk,rolls/buns,roll products,,,,,,,,,,,,,,,,,,
yogurt,hygiene articles,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,
whole milk,curd,sliced cheese,cat food,coffee,,,,,,,,,,,,,,,,,,
bottled water,candy,,,,,,,,,,,,,,,,,,,,,
frankfurter,beef,butter,,,,,,,,,,,,,,,,,,,,
rolls/buns,soda,snack products,shopping bags,,,,,,,,,,,,,,,,,,,
whole milk,pastry,bottled water,hygiene articles,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,
chicken,onions,other vegetables,whole milk,brown bread,white wine,red/blush wine,,,,,,,,,,,,,,,,
tropical fruit,onions,whole milk,butter,dishes,,,,,,,,,,,,,,,,,,
sausage,turkey,other vegetables,yogurt,brown bread,oil,hygiene articles,shopping bags,,,,,,,,,,,,,,,
sausage,other vegetables,whole milk,curd,hard cheese,soda,candy,newspapers,,,,,,,,,,,,,,,
frankfurter,citrus fruit,pastry,margarine,ready soups,instant coffee,shopping bags,,,,,,,,,,,,,,,,
UHT-milk,frozen dessert,fruit/vegetable juice,decalcifier,newspapers,,,,,,,,,,,,,,,,,,
rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,
yogurt,specialty bar,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,specialty bar,,,,,,,,,,,,,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,
beverages,rolls/buns,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,curd,yogurt,sliced cheese,rolls/buns,oil,bottled water,,,,,,,,,,,,,,,,
bottled water,soda,,,,,,,,,,,,,,,,,,,,,
pastry,,,,,,,,,,,,,,,,,,,,,,
domestic eggs,rolls/buns,pastry,coffee,candles,,,,,,,,,,,,,,,,,,
beef,pip fruit,root vegetables,rolls/buns,margarine,,,,,,,,,,,,,,,,,,
spread cheese,rolls/buns,bottled water,newspapers,,,,,,,,,,,,,,,,,,,
tropical fruit,spread cheese,rolls/buns,soda,,,,,,,,,,,,,,,,,,,
packaged fruit/vegetables,canned beer,candles,,,,,,,,,,,,,,,,,,,,
whole milk,yogurt,bottled beer,white wine,salty snack,napkins,,,,,,,,,,,,,,,,,
meat,beef,other vegetables,whole milk,butter,domestic eggs,rolls/buns,,,,,,,,,,,,,,,,
onions,whole milk,bottled beer,liquor (appetizer),detergent,dishes,,,,,,,,,,,,,,,,,
frankfurter,grapes,other vegetables,butter milk,UHT-milk,brown bread,margarine,organic products,bottled water,soda,,,,,,,,,,,,,
beef,rolls/buns,bottled beer,,,,,,,,,,,,,,,,,,,,
beef,,,,,,,,,,,,,,,,,,,,,,
sausage,bottled beer,liquor (appetizer),,,,,,,,,,,,,,,,,,,,
chicken,onions,herbs,hygiene articles,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,
sausage,root vegetables,other vegetables,whole milk,bottled beer,seasonal products,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,curd,yogurt,whipped/sour cream,,,,,,,,,,,,,,,,,,
frankfurter,rolls/buns,soda,abrasive cleaner,newspapers,flower (seeds),,,,,,,,,,,,,,,,,
sausage,tropical fruit,semi-finished bread,,,,,,,,,,,,,,,,,,,,
beef,tropical fruit,root vegetables,yogurt,,,,,,,,,,,,,,,,,,,
tropical fruit,pastry,flour,rum,,,,,,,,,,,,,,,,,,,
yogurt,,,,,,,,,,,,,,,,,,,,,,
frankfurter,rolls/buns,mustard,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,
grapes,soda,,,,,,,,,,,,,,,,,,,,,
beverages,rolls/buns,,,,,,,,,,,,,,,,,,,,,
curd,bottled beer,potted plants,,,,,,,,,,,,,,,,,,,,
ice cream,sugar,flower (seeds),,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,soda,canned beer,shopping bags,,,,,,,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,,,,,
dessert,beverages,bottled water,,,,,,,,,,,,,,,,,,,,
decalcifier,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,
coffee,,,,,,,,,,,,,,,,,,,,,,
berries,other vegetables,whole milk,whipped/sour cream,,,,,,,,,,,,,,,,,,,
pork,tropical fruit,rolls/buns,semi-finished bread,bottled beer,newspapers,,,,,,,,,,,,,,,,,
frankfurter,chicken,pork,citrus fruit,other vegetables,whole milk,butter milk,whipped/sour cream,cream cheese,frozen dessert,domestic eggs,rolls/buns,sugar,baking powder,,,,,,,,,
pork,beef,whole milk,domestic eggs,bottled water,bottled beer,hygiene articles,,,,,,,,,,,,,,,,
frankfurter,pork,citrus fruit,root vegetables,onions,other vegetables,packaged fruit/vegetables,cat food,bottled water,,,,,,,,,,,,,,
frozen dessert,brandy,,,,,,,,,,,,,,,,,,,,,
chicken,other vegetables,packaged fruit/vegetables,condensed milk,frozen vegetables,fruit/vegetable juice,,,,,,,,,,,,,,,,,
vinegar,oil,,,,,,,,,,,,,,,,,,,,,
rolls/buns,soda,specialty bar,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,
pork,root vegetables,whole milk,whipped/sour cream,,,,,,,,,,,,,,,,,,,
rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,
grapes,other vegetables,zwieback,Instant food products,dishes,,,,,,,,,,,,,,,,,,
frankfurter,citrus fruit,whipped/sour cream,cream cheese,rolls/buns,baking powder,seasonal products,napkins,,,,,,,,,,,,,,,
finished products,root vegetables,packaged fruit/vegetables,yogurt,specialty cheese,frozen vegetables,ice cream,soda,bottled beer,,,,,,,,,,,,,,
onions,other vegetables,flour,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,
other vegetables,cream cheese,tea,chocolate,chocolate marshmallow,,,,,,,,,,,,,,,,,,
ham,turkey,beef,other vegetables,whole milk,potted plants,,,,,,,,,,,,,,,,,
other vegetables,whole milk,margarine,bottled beer,,,,,,,,,,,,,,,,,,,
curd,,,,,,,,,,,,,,,,,,,,,,
sausage,beef,other vegetables,,,,,,,,,,,,,,,,,,,,
canned beer,liquor (appetizer),chewing gum,,,,,,,,,,,,,,,,,,,,
ham,chicken,citrus fruit,berries,onions,whole milk,curd,yogurt,frozen vegetables,rolls/buns,margarine,soda,liquor (appetizer),cake bar,candy,seasonal products,skin care,,,,,,
packaged fruit/vegetables,whole milk,dessert,yogurt,UHT-milk,margarine,bottled water,long life bakery product,,,,,,,,,,,,,,,
meat,rolls/buns,soda,specialty bar,,,,,,,,,,,,,,,,,,,
whole milk,dessert,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,
chicken,UHT-milk,rolls/buns,coffee,long life bakery product,house keeping products,,,,,,,,,,,,,,,,,
rolls/buns,red/blush wine,newspapers,,,,,,,,,,,,,,,,,,,,
pet care,bottled water,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,soda,shopping bags,,,,,,,,,,,,,,,,,,,
pastry,,,,,,,,,,,,,,,,,,,,,,
frankfurter,hamburger meat,whole milk,domestic eggs,rolls/buns,brown bread,margarine,bottled water,flower (seeds),,,,,,,,,,,,,,
chicken,grapes,whole milk,whipped/sour cream,mayonnaise,,,,,,,,,,,,,,,,,,
frozen dessert,semi-finished bread,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,grapes,yogurt,rolls/buns,margarine,canned fruit,bottled water,soda,misc. beverages,candy,female sanitary products,shopping bags,,,,,,,,,,
sausage,pork,beef,berries,root vegetables,whole milk,butter,rolls/buns,cat food,bottled water,newspapers,,,,,,,,,,,,
root vegetables,onions,other vegetables,packaged fruit/vegetables,whole milk,whipped/sour cream,frozen vegetables,rolls/buns,pasta,soups,baking powder,soda,detergent,,,,,,,,,,
root vegetables,whole milk,yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,
frankfurter,canned beer,,,,,,,,,,,,,,,,,,,,,
root vegetables,whole milk,butter,coffee,,,,,,,,,,,,,,,,,,,
berries,other vegetables,whipped/sour cream,UHT-milk,bottled water,soda,hygiene articles,newspapers,,,,,,,,,,,,,,,
hamburger meat,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,rolls/buns,semi-finished bread,margarine,fruit/vegetable juice,long life bakery product,newspapers,,,,,,,,,,,,,,,
frankfurter,pork,beverages,frozen meals,waffles,,,,,,,,,,,,,,,,,,
frankfurter,sausage,frozen fish,margarine,specialty bar,,,,,,,,,,,,,,,,,,
soda,newspapers,,,,,,,,,,,,,,,,,,,,,
ice cream,,,,,,,,,,,,,,,,,,,,,,
beef,whole milk,frozen vegetables,brown bread,pastry,coffee,,,,,,,,,,,,,,,,,
whole milk,pastry,bottled water,newspapers,photo/film,,,,,,,,,,,,,,,,,,
pork,fish,whole milk,butter,curd,yogurt,whipped/sour cream,flour,sugar,,,,,,,,,,,,,,
whole milk,chewing gum,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,
pork,grapes,UHT-milk,brown bread,margarine,,,,,,,,,,,,,,,,,,
root vegetables,potted plants,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,root vegetables,whole milk,butter,whipped/sour cream,oil,mustard,bottled water,bottled beer,,,,,,,,,,,,,,
pip fruit,herbs,other vegetables,whole milk,coffee,female sanitary products,hygiene articles,shopping bags,,,,,,,,,,,,,,,
root vegetables,dessert,yogurt,cream cheese,rice,,,,,,,,,,,,,,,,,,
tropical fruit,curd,rolls/buns,organic products,newspapers,,,,,,,,,,,,,,,,,,
beef,root vegetables,other vegetables,whole milk,butter,soft cheese,hard cheese,domestic eggs,pasta,coffee,candles,,,,,,,,,,,,
chicken,pork,whole milk,butter,white bread,,,,,,,,,,,,,,,,,,
citrus fruit,grapes,whole milk,rolls/buns,pastry,oil,margarine,candles,newspapers,,,,,,,,,,,,,,
meat,beef,tropical fruit,pip fruit,other vegetables,whipped/sour cream,soft cheese,frozen meals,margarine,coffee,fruit/vegetable juice,potted plants,,,,,,,,,,,
cream cheese,spread cheese,rolls/buns,,,,,,,,,,,,,,,,,,,,
citrus fruit,herbs,whole milk,bottled water,bottled beer,potted plants,,,,,,,,,,,,,,,,,
specialty bar,,,,,,,,,,,,,,,,,,,,,,
meat,other vegetables,whole milk,beverages,rolls/buns,margarine,chocolate,napkins,newspapers,,,,,,,,,,,,,,
citrus fruit,tropical fruit,pip fruit,,,,,,,,,,,,,,,,,,,,
frankfurter,beef,tropical fruit,root vegetables,packaged fruit/vegetables,whole milk,frozen vegetables,,,,,,,,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,,,,,,,,,,,,,
turkey,root vegetables,other vegetables,curd,bottled beer,specialty chocolate,,,,,,,,,,,,,,,,,
citrus fruit,onions,whole milk,curd,yogurt,rolls/buns,pasta,mustard,dog food,canned beer,,,,,,,,,,,,,
sausage,domestic eggs,,,,,,,,,,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,,,,,,,,,,
whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,
yogurt,,,,,,,,,,,,,,,,,,,,,,
yogurt,,,,,,,,,,,,,,,,,,,,,,
bottled water,,,,,,,,,,,,,,,,,,,,,,
berries,whole milk,whipped/sour cream,domestic eggs,,,,,,,,,,,,,,,,,,,
packaged fruit/vegetables,whole milk,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,
frankfurter,soda,,,,,,,,,,,,,,,,,,,,,
nuts/prunes,whole milk,semi-finished bread,jam,soda,potted plants,shopping bags,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,packaged fruit/vegetables,whole milk,butter,whipped/sour cream,flour,sugar,coffee,soda,sparkling wine,dishes,,,,,,,,,,,
beef,citrus fruit,root vegetables,onions,curd,hard cheese,rolls/buns,fruit/vegetable juice,,,,,,,,,,,,,,,
whole milk,yogurt,frozen vegetables,coffee,canned beer,napkins,,,,,,,,,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,
beef,other vegetables,,,,,,,,,,,,,,,,,,,,,
fish,berries,other vegetables,whole milk,dessert,yogurt,spread cheese,coffee,white wine,red/blush wine,,,,,,,,,,,,,
other vegetables,whole milk,curd,frozen vegetables,domestic eggs,sugar,instant coffee,newspapers,,,,,,,,,,,,,,,
tropical fruit,berries,root vegetables,whole milk,butter,yogurt,whipped/sour cream,sliced cheese,hard cheese,specialty chocolate,napkins,,,,,,,,,,,,
coffee,,,,,,,,,,,,,,,,,,,,,,
sausage,pork,other vegetables,frozen fish,rolls/buns,semi-finished bread,artif. sweetener,ready soups,bottled water,hygiene articles,newspapers,,,,,,,,,,,,
meat,root vegetables,whipped/sour cream,beverages,cream cheese,waffles,dishes,,,,,,,,,,,,,,,,
chicken,tropical fruit,pip fruit,root vegetables,other vegetables,packaged fruit/vegetables,butter,rolls/buns,margarine,sugar,rum,long life bakery product,abrasive cleaner,,,,,,,,,,
berries,whole milk,whipped/sour cream,margarine,organic products,fruit/vegetable juice,shopping bags,,,,,,,,,,,,,,,,
frozen meals,misc. beverages,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,bottled beer,chocolate,shopping bags,,,,,,,,,,,,,,,,,,
chicken,pork,other vegetables,whole milk,whipped/sour cream,UHT-milk,domestic eggs,rolls/buns,bottled water,soda,fruit/vegetable juice,bottled beer,,,,,,,,,,,
chicken,pork,hamburger meat,pip fruit,nuts/prunes,root vegetables,other vegetables,whole milk,spread cheese,frozen potato products,brown bread,Instant food products,soda,fruit/vegetable juice,shopping bags,,,,,,,,
beef,tropical fruit,root vegetables,herbs,other vegetables,whole milk,yogurt,hard cheese,rolls/buns,brown bread,bottled water,bottled beer,salty snack,shopping bags,,,,,,,,,
packaged fruit/vegetables,pickled vegetables,,,,,,,,,,,,,,,,,,,,,
sugar,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,beef,root vegetables,packaged fruit/vegetables,whole milk,dessert,yogurt,sliced cheese,ice cream,rolls/buns,soda,,,,,,,,,,,
berries,frozen vegetables,pet care,instant coffee,,,,,,,,,,,,,,,,,,,
bottled water,soda,chewing gum,napkins,,,,,,,,,,,,,,,,,,,
sausage,chicken,citrus fruit,berries,root vegetables,curd,beverages,abrasive cleaner,,,,,,,,,,,,,,,
whole milk,UHT-milk,domestic eggs,soda,fruit/vegetable juice,dishes,newspapers,,,,,,,,,,,,,,,,
ice cream,rolls/buns,,,,,,,,,,,,,,,,,,,,,
frankfurter,citrus fruit,tropical fruit,rolls/buns,,,,,,,,,,,,,,,,,,,
root vegetables,whole milk,white bread,brown bread,sweet spreads,dog food,brandy,shopping bags,,,,,,,,,,,,,,,
sausage,rolls/buns,specialty chocolate,,,,,,,,,,,,,,,,,,,,
sausage,ham,citrus fruit,tropical fruit,berries,packaged fruit/vegetables,whole milk,whipped/sour cream,sliced cheese,pastry,sugar,baking powder,,,,,,,,,,,
beef,root vegetables,whole milk,cream cheese,,,,,,,,,,,,,,,,,,,
fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,
sugar,hygiene articles,,,,,,,,,,,,,,,,,,,,,
berries,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,
yogurt,beverages,coffee,,,,,,,,,,,,,,,,,,,,
pork,beef,,,,,,,,,,,,,,,,,,,,,
bottled beer,shopping bags,,,,,,,,,,,,,,,,,,,,,
curd,butter milk,yogurt,sliced cheese,coffee,,,,,,,,,,,,,,,,,,
beef,Instant food products,canned beer,,,,,,,,,,,,,,,,,,,,
pork,berries,whipped/sour cream,beverages,flour,oil,soda,chocolate,newspapers,,,,,,,,,,,,,,
white bread,,,,,,,,,,,,,,,,,,,,,,
grapes,whole milk,processed cheese,rolls/buns,white bread,fruit/vegetable juice,,,,,,,,,,,,,,,,,
potato products,flower (seeds),,,,,,,,,,,,,,,,,,,,,
root vegetables,onions,yogurt,rolls/buns,coffee,bottled water,dishes,,,,,,,,,,,,,,,,
chicken,hamburger meat,UHT-milk,soda,canned beer,bathroom cleaner,newspapers,,,,,,,,,,,,,,,,
chicken,other vegetables,salt,,,,,,,,,,,,,,,,,,,,
fish,cream cheese,coffee,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,frozen meals,rolls/buns,brown bread,napkins,,,,,,,,,,,,,,,,,
chicken,pork,whole milk,frozen vegetables,brown bread,vinegar,bottled beer,red/blush wine,newspapers,,,,,,,,,,,,,,
other vegetables,misc. beverages,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,
whole milk,cake bar,newspapers,,,,,,,,,,,,,,,,,,,,
beef,hamburger meat,berries,pastry,hygiene articles,,,,,,,,,,,,,,,,,,
sausage,grapes,rolls/buns,soda,salty snack,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,chocolate,,,,,,,,,,,,,,,,,,,,
rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,pip fruit,other vegetables,,,,,,,,,,,,,,,,,,,
whole milk,sliced cheese,domestic eggs,artif. sweetener,bottled water,soda,shopping bags,,,,,,,,,,,,,,,,
pastry,soda,bottled beer,,,,,,,,,,,,,,,,,,,,
tropical fruit,other vegetables,whole milk,yogurt,soft cheese,hard cheese,spread cheese,curd cheese,frozen vegetables,ice cream,pastry,coffee,fruit/vegetable juice,hygiene articles,,,,,,,,,
sliced cheese,pastry,newspapers,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,
ham,citrus fruit,whole milk,dessert,frozen meals,coffee,popcorn,shopping bags,,,,,,,,,,,,,,,
salty snack,,,,,,,,,,,,,,,,,,,,,,
whole milk,curd,cream cheese,flour,coffee,bottled water,misc. beverages,newspapers,,,,,,,,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,
soda,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,
curd,roll products,margarine,bottled water,canned beer,white wine,dish cleaner,,,,,,,,,,,,,,,,
bottled water,soda,fruit/vegetable juice,bottled beer,napkins,,,,,,,,,,,,,,,,,,
packaged fruit/vegetables,potted plants,,,,,,,,,,,,,,,,,,,,,
tropical fruit,root vegetables,frozen vegetables,ice cream,bottled water,cling film/bags,,,,,,,,,,,,,,,,,
ham,beef,grapes,yogurt,whipped/sour cream,domestic eggs,white bread,pastry,bottled water,fruit/vegetable juice,white wine,salty snack,chocolate,newspapers,shopping bags,,,,,,,,
pork,citrus fruit,UHT-milk,brown bread,soda,bottled beer,canned beer,long life bakery product,,,,,,,,,,,,,,,
beverages,rolls/buns,soda,misc. beverages,liqueur,cake bar,,,,,,,,,,,,,,,,,
sausage,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,whole milk,yogurt,rolls/buns,bottled water,soda,napkins,,,,,,,,,,,,,,,
root vegetables,whole milk,butter,yogurt,cream cheese,frozen fish,shopping bags,,,,,,,,,,,,,,,,
whole milk,cream cheese,,,,,,,,,,,,,,,,,,,,,
frankfurter,turkey,root vegetables,other vegetables,yogurt,rolls/buns,pastry,ready soups,,,,,,,,,,,,,,,
soda,shopping bags,,,,,,,,,,,,,,,,,,,,,
soda,bottled beer,,,,,,,,,,,,,,,,,,,,,
frankfurter,popcorn,,,,,,,,,,,,,,,,,,,,,
berries,whole milk,whipped/sour cream,pickled vegetables,detergent,newspapers,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,
frankfurter,pork,white bread,canned vegetables,soda,,,,,,,,,,,,,,,,,,
frankfurter,hamburger meat,whole milk,butter,curd,flour,rice,oil,sugar,mustard,salty snack,chocolate,chocolate marshmallow,dish cleaner,dental care,,,,,,,,
berries,root vegetables,whole milk,beverages,sugar,soups,coffee,shopping bags,,,,,,,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,,,,,,,,,,
frozen fish,newspapers,,,,,,,,,,,,,,,,,,,,,
tropical fruit,newspapers,,,,,,,,,,,,,,,,,,,,,
beef,grapes,berries,whole milk,yogurt,rolls/buns,newspapers,potted plants,,,,,,,,,,,,,,,
rolls/buns,coffee,instant coffee,salty snack,specialty chocolate,,,,,,,,,,,,,,,,,,
specialty chocolate,potted plants,,,,,,,,,,,,,,,,,,,,,
sparkling wine,dish cleaner,,,,,,,,,,,,,,,,,,,,,
citrus fruit,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,
onions,herbs,bottled beer,,,,,,,,,,,,,,,,,,,,
whole milk,pastry,detergent,candles,,,,,,,,,,,,,,,,,,,
photo/film,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,white bread,chewing gum,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,
pork,tropical fruit,grapes,hard cheese,soda,napkins,shopping bags,,,,,,,,,,,,,,,,
tropical fruit,grapes,berries,other vegetables,whole milk,butter,dessert,yogurt,whipped/sour cream,ice cream,pastry,salt,baking powder,bottled water,misc. beverages,fruit/vegetable juice,canned beer,specialty chocolate,potted plants,,,,
chicken,pork,citrus fruit,other vegetables,whipped/sour cream,white bread,chewing gum,potted plants,,,,,,,,,,,,,,,
other vegetables,chewing gum,,,,,,,,,,,,,,,,,,,,,
sausage,bottled water,red/blush wine,,,,,,,,,,,,,,,,,,,,
whole milk,whipped/sour cream,baking powder,,,,,,,,,,,,,,,,,,,,
rolls/buns,coffee,,,,,,,,,,,,,,,,,,,,,
hygiene articles,,,,,,,,,,,,,,,,,,,,,,
ice cream,newspapers,,,,,,,,,,,,,,,,,,,,,
curd,whipped/sour cream,domestic eggs,flour,misc. beverages,newspapers,,,,,,,,,,,,,,,,,
whole milk,frozen meals,newspapers,,,,,,,,,,,,,,,,,,,,
onions,whole milk,dessert,domestic eggs,rolls/buns,white bread,coffee,bottled water,,,,,,,,,,,,,,,
finished products,organic sausage,sliced cheese,white bread,fruit/vegetable juice,,,,,,,,,,,,,,,,,,
salt,dog food,long life bakery product,,,,,,,,,,,,,,,,,,,,
tropical fruit,root vegetables,other vegetables,domestic eggs,white bread,brown bread,canned vegetables,soda,fruit/vegetable juice,rum,,,,,,,,,,,,,
other vegetables,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,
chocolate,,,,,,,,,,,,,,,,,,,,,,
ice cream,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,oil,cat food,,,,,,,,,,,,,,,,,,,,
frankfurter,citrus fruit,whole milk,yogurt,sliced cheese,specialty cheese,pastry,fruit/vegetable juice,,,,,,,,,,,,,,,
butter,pasta,canned fish,softener,flower (seeds),,,,,,,,,,,,,,,,,,
other vegetables,butter milk,frozen fish,salty snack,,,,,,,,,,,,,,,,,,,
tropical fruit,pastry,canned beer,chocolate,,,,,,,,,,,,,,,,,,,
citrus fruit,root vegetables,packaged fruit/vegetables,yogurt,sliced cheese,rolls/buns,white bread,brown bread,zwieback,,,,,,,,,,,,,,
UHT-milk,salt,soda,specialty chocolate,shopping bags,,,,,,,,,,,,,,,,,,
beef,,,,,,,,,,,,,,,,,,,,,,
curd,yogurt,spread cheese,sugar,canned vegetables,,,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,whole milk,dessert,yogurt,frozen vegetables,fruit/vegetable juice,bottled beer,salty snack,,,,,,,,,,,,,,
yogurt,brown bread,bottled beer,white wine,,,,,,,,,,,,,,,,,,,
bottled beer,liquor,red/blush wine,,,,,,,,,,,,,,,,,,,,
grapes,,,,,,,,,,,,,,,,,,,,,,
pork,other vegetables,soda,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,berries,other vegetables,whole milk,yogurt,whipped/sour cream,cream cheese,frozen vegetables,domestic eggs,pastry,margarine,soups,canned fish,chocolate,candy,napkins,,,,,,
frankfurter,chicken,pork,tropical fruit,root vegetables,other vegetables,yogurt,UHT-milk,mayonnaise,brown bread,pastry,flour,mustard,coffee,cocoa drinks,fruit/vegetable juice,salty snack,long life bakery product,chocolate,seasonal products,,,
artif. sweetener,soda,photo/film,,,,,,,,,,,,,,,,,,,,
frankfurter,onions,butter,processed cheese,rolls/buns,coffee,bottled beer,,,,,,,,,,,,,,,,
pip fruit,root vegetables,dessert,yogurt,domestic eggs,shopping bags,,,,,,,,,,,,,,,,,
frankfurter,whole milk,coffee,detergent,,,,,,,,,,,,,,,,,,,
whole milk,newspapers,,,,,,,,,,,,,,,,,,,,,
domestic eggs,hygiene articles,photo/film,flower soil/fertilizer,,,,,,,,,,,,,,,,,,,
packaged fruit/vegetables,dessert,mayonnaise,oil,soda,waffles,chocolate,flower (seeds),shopping bags,,,,,,,,,,,,,,
chicken,other vegetables,whipped/sour cream,frozen vegetables,bottled water,long life bakery product,,,,,,,,,,,,,,,,,
pork,whole milk,curd,yogurt,whipped/sour cream,cream cheese,domestic eggs,white bread,sugar,baking powder,coffee,cocoa drinks,salty snack,waffles,candy,napkins,,,,,,,
citrus fruit,other vegetables,whole milk,curd,yogurt,whipped/sour cream,cream cheese,pastry,vinegar,oil,coffee,long life bakery product,detergent,cleaner,napkins,newspapers,,,,,,,
light bulbs,,,,,,,,,,,,,,,,,,,,,,
cream cheese,margarine,tea,,,,,,,,,,,,,,,,,,,,
sausage,curd,frozen meals,domestic eggs,cake bar,seasonal products,detergent,cleaner,house keeping products,potted plants,shopping bags,,,,,,,,,,,,
citrus fruit,onions,,,,,,,,,,,,,,,,,,,,,
other vegetables,whipped/sour cream,roll products,,,,,,,,,,,,,,,,,,,,
chicken,tropical fruit,pip fruit,root vegetables,other vegetables,whole milk,butter,yogurt,whipped/sour cream,hard cheese,frozen vegetables,frozen fish,domestic eggs,white bread,rice,specialty fat,dog food,bottled water,fruit/vegetable juice,long life bakery product,softener,napkins,cling film/bags
ice cream,,,,,,,,,,,,,,,,,,,,,,
pork,beef,ice cream,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,
pork,tropical fruit,other vegetables,yogurt,semi-finished bread,flour,margarine,artif. sweetener,organic products,chocolate marshmallow,,,,,,,,,,,,,
